Date,Team,Location,Opponent,Team_Score,Opponent_Score,Win?
11/3,Virginia,Home,Rider,87.0,53.0,Yes
11/3,UNC,Home,Central Ark,94.0,54.0,Yes
11/3,Cal,Home,Cal State Bake.,87.0,60.0,Yes
11/3,Louisville,Home,SC State,104.0,45.0,Yes
11/3,Miami (FL),Home,Jacksonville,86.0,69.0,Yes
11/3,SMU,Home,Tarleton,96.0,76.0,Yes
11/3,Wake forest,Home,American,88.0,74.0,Yes
11/3,Georgia Tech,Home,UMES,56.0,52.0,Yes
11/3,Notre Dame,Home,Long Island,89.0,67.0,Yes
11/3,Clemson,Home,New Hamp,88.0,38.0,Yes
11/3,Boston College,Away,FAU,78.0,83.0,No
11/3,NC State,Home,NC Central,114.0,66.0,Yes
11/3,Pitt,Home,YSU,74.0,59.0,Yes
11/3,Syracuse,Home,BING,85.0,47.0,Yes
11/3,Virginia Tech,Home,CHSO,98.0,67.0,Yes
11/3,BYU,Neutral,Villanova,71.0,66.0,Yes
11/3,Depaul,Home,Chic,92.0,62.0,Yes
11/3,Marquette,Home,Albany,80.0,53.0,Yes
11/3,Seton Hall,Home,Saint Peter's,77.0,50.0,Yes
11/3,Providence,Home,Holy Cross,89.0,79.0,Yes
11/3,Xavier,Home,Marist,66.0,62.0,Yes
11/3,UConn,Home,New Hav,79.0,55.0,Yes
11/3,Georgetown,Home,Morg St,87.0,70.0,Yes
11/3,St. John's,Home,Quin,108.0,74.0,Yes
11/3,Washington,Home,UABP,94.0,50.0,Yes
11/3,UCLA,Home,Washington,80.0,74.0,Yes
11/3,USC,Home,Cal Poly,94.0,64.0,Yes
11/3,Michigan,Home,Oakland,121.0,78.0,Yes
11/3,Illinois,Home,JKST,113.0,55.0,Yes
11/3,Northwestern,Home,Merc,70.0,47.0,Yes
11/3,Wisconsin,Home,Campbell,96.0,64.0,Yes
11/3,Minnesota,Home,GWEB,87.0,60.0,Yes
11/3,Penn St,Home,Fairfield,76.0,68.0,Yes
11/3,Michigan St,Home,Colgate,80.0,69.0,Yes
11/3,Maryland,Neutral,Coppin St,83.0,61.0,Yes
11/3,Ohio St,Home,IUPUI,118.0,102.0,Yes
11/3,Villanova,Neutral,BYU,66.0,71.0,No
11/3,Colorado,Home,MTST,84.0,78.0,Yes
11/3,Utah,Home,SJSU,84.0,75.0,Yes
11/3,UCF,Home,Hofstra,82.0,78.0,Yes
11/3,TCU,Home,UNO,74.0,78.0,No
11/3,Iowa St,Home,FDU,88.0,50.0,Yes
11/3,Baylor,Home,RGV,96.0,81.0,Yes
11/3,Kansas,Home,Green Bay,94.0,51.0,Yes
11/3,Houston,Home,Lehigh,75.0,57.0,Yes
11/3,Cincinnati,Home,WCU,94.0,63.0,Yes
11/3,Florida,Neutral,Arizona,87.0,93.0,No
11/3,Oklahoma,Home,SFPA,102.0,66.0,Yes
11/3,Ole Miss,Home,SELA,88.0,58.0,Yes
11/3,Alabama,Home,UND,91.0,62.0,Yes
11/3,Auburn,Home,BCU,95.0,90.0,Yes
11/3,Vanderbilt,Home,Lipscomb,105.0,61.0,Yes
11/3,Texas A&M,Home,NWST,98.0,68.0,Yes
11/3,Georgia,Home,Bellarmine,104.0,59.0,Yes
11/3,Tennessee,Home,Mercer,76.0,61.0,Yes
11/3,Arkansas,Home,Southern,109.0,77.0,Yes
11/3,Arizona,Neutral,Florida,93.0,87.0,Yes
11/3,Missouri,Home,Howard,88.0,67.0,Yes
,,,,,,
11/4,Purdue,Home,Evansville,82.0,51.0,Yes
11/4,Evansville,Away,Purdue,51.0,82.0,No
11/4,Duke,Home,Texas,75.0,60.0,Yes
11/4,Texas,Away,Duke,60.0,75.0,No
11/4,Kentucky,Home,Nicholls,77.0,51.0,Yes
11/4,Nicholls,Away,Kentucky,51.0,77.0,No
11/4,Texas Tech,Home,Lindenwood,98.0,60.0,Yes
11/4,Lindenwood,Away,Texas Tech,60.0,98.0,No
11/4,UMBC,Home,PSU York,74.0,53.0,Yes
11/4,PSU York,Away,UMBC,53.0,74.0,No
11/4,SIUE,Home,East West,119.0,50.0,Yes
11/4,East West,Away,SIUE,50.0,119.0,No
11/4,South Carolina,Home,NC A&T,91.0,72.0,Yes
11/4,NC A&T,Away,South Carolina,72.0,91.0,No
11/4,Florida St,Home,Alcorn St,108.0,76.0,Yes
11/4,Alcorn St,Away,Florida St,76.0,108.0,No
11/4,ETSU,Home,Converse,102.0,50.0,Yes
11/4,Converse,Away,ETSU,50.0,102.0,No
11/4,Monmouth,Home,Caldwell,96.0,68.0,Yes
11/4,Caldwell,Away,Monmouth,68.0,96.0,No
11/4,Manhattan,Home,St Joseph BKN,125.0,59.0,Yes
11/4,St Joseph BKN,Away,Manhattan,59.0,125.0,No
11/4,Sacred Heart,Home,Merch Marn,103.0,46.0,Yes
11/4,Merch Marn,Away,Sacred Heart,46.0,103.0,No
11/4,Fordham,Home,NJIT,61.0,72.0,No
11/4,NJIT,Away,Fordham,72.0,61.0,Yes
11/4,East Carolina,Home,GA Southern,92.0,89.0,Yes
11/4,GA Southern,Away,East Carolina,89.0,92.0,No
11/4,West Virginia,Home,Mount St Marys,70.0,54.0,Yes
11/4,Mount St Marys,Away,West Virginia,54.0,70.0,No
11/4,Wichita St,Home,UNC Asheville,75.0,58.0,Yes
11/4,UNC Asheville,Away,Wichita St,58.0,75.0,No
11/4,Utah Valley,Home,West Coast,116.0,35.0,Yes
11/4,West Coast,Away,Utah Valley,35.0,116.0,No
11/4,Rice,Home,Biblical Stud,109.0,38.0,Yes
11/4,Biblical Stud,Away,Rice,38.0,109.0,No
11/4,Little Rock,Home,Ark Baptist,92.0,63.0,Yes
11/4,Ark Baptist,Away,Little Rock,63.0,92.0,No
11/4,Missouri St,Home,MO So St,88.0,70.0,Yes
11/4,MO So St,Away,Missouri St,70.0,88.0,No
11/4,Valparaiso,Home,E Illinois,66.0,63.0,Yes
11/4,E Illinois,Away,Valparaiso,63.0,66.0,No
11/4,Kansas St,Home,UNC Greensboro,93.0,64.0,Yes
11/4,UNC Greensboro,Away,Kansas St,64.0,93.0,No
11/4,Oklahoma St,Home,Oral Roberts,95.0,71.0,Yes
11/4,Oral Roberts,Away,Oklahoma St,71.0,95.0,No
11/4,Iowa,Home,Robert Morris,101.0,69.0,Yes
11/4,Robert Morris,Away,Iowa,69.0,101.0,No
11/4,New Mexico St,Home,Adams St,83.0,72.0,Yes
11/4,Adams St,Away,New Mexico St,72.0,83.0,No
11/4,Santa Barbara,Home,San Fran St,98.0,67.0,Yes
11/4,San Fran St,Away,Santa Barbara,67.0,98.0,No
11/4,San Diego,Home,Occidental,88.0,59.0,Yes
11/4,Occidental,Away,San Diego,59.0,88.0,No
11/4,Arizona St,Home,Southern Utah,81.0,64.0,Yes
11/4,Southern Utah,Away,Arizona St,64.0,81.0,No
11/4,Sacramento St,Home,Dominican CA,103.0,79.0,Yes
11/4,Dominican CA,Away,Sacramento St,79.0,103.0,No
11/4,Nevada,Home,Louisiana Tech,77.0,50.0,Yes
11/4,Louisiana Tech,Away,Nevada,50.0,77.0,No
11/4,Santa Clara,Home,Humboldt,83.0,53.0,Yes
11/4,Humboldt,Away,Santa Clara,53.0,83.0,No
11/4,Idaho St,Home,Park U Gilbert,81.0,71.0,Yes
11/4,Park U Gilbert,Away,Idaho St,71.0,81.0,No
11/4,San Diego St,Home,Long Beach St,77.0,45.0,Yes
11/4,Long Beach St,Away,San Diego St,45.0,77.0,No
11/4,UNLV,Home,UT Martin,81.0,86.0,No
11/4,UT Martin,Away,UNLV,86.0,81.0,Yes
11/4,Stanford,Home,Portland St,89.0,79.0,Yes
11/4,Portland St,Away,Stanford,79.0,89.0,No
11/4,Oregon,Home,Hawai’i,60.0,59.0,Yes
11/4,Hawai’i,Away,Oregon,59.0,60.0,No
11/5,Creighton,Home,South Dakota,92.0,76.0,Yes
11/5,South Dakota,Away,Creighton,76.0,92.0,No
11/5,MTSU,Home,Milligan,100.0,51.0,Yes
11/5,Milligan,Away,MTSU,51.0,100.0,No
11/5,Presbyterian,Home,Bluefield,105.0,76.0,Yes
11/5,Bluefield,Away,Presbyterian,76.0,105.0,No
11/5,Binghamton,Home,RIT,66.0,56.0,Yes
11/5,RIT,Away,Binghamton,56.0,66.0,No
11/5,Rutgers,Home,Rider,81.0,53.0,Yes
11/5,Rider,Away,Rutgers,53.0,81.0,No
11/5,App State,Home,Carolina U,92.0,46.0,Yes
11/5,Carolina U,Away,App State,46.0,92.0,No
11/5,La Salle,Home,Coppin St.,87.0,59.0,Yes
11/5,Coppin St.,Away,La Salle,59.0,87.0,No
11/5,UTSA,Home,Biblical Stud,97.0,30.0,Yes
11/5,Biblical Stud,Away,UTSA,30.0,97.0,No
11/5,Miss Valley St,Home,Miss for Women,97.0,61.0,Yes
11/5,Miss for Women,Away,Miss Valley St,61.0,97.0,No
11/5,James Madison,Home,Wash and Lee,70.0,56.0,Yes
11/5,Wash and Lee,Away,James Madison,56.0,70.0,No
11/5,Lafayette,Home,Dicknsn PA,79.0,44.0,Yes
11/5,Dicknsn PA,Away,Lafayette,44.0,79.0,No
11/5,Norfolk St,Home,Regent,119.0,55.0,Yes
11/5,Regent,Away,Norfolk St,55.0,119.0,No
11/5,Elon,Home,Belmont Abbey,99.0,51.0,Yes
11/5,Belmont Abbey,Away,Elon,51.0,99.0,No
11/5,Prairie View,Home,Dallas,94.0,53.0,Yes
11/5,Dallas,Away,Prairie View,53.0,94.0,No
11/5,Temple,Home,Delaware St,83.0,65.0,Yes
11/5,Delaware St,Away,Temple,65.0,83.0,No
11/5,Vermont,Home,Plattsburgh,113.0,62.0,Yes
11/5,Plattsburgh,Away,Vermont,62.0,113.0,No
11/5,Mercer,Home,LaGrange,101.0,62.0,Yes
11/5,LaGrange,Away,Mercer,62.0,101.0,No
11/5,Queens,Home,Lynchburg,87.0,76.0,Yes
11/5,Lynchburg,Away,Queens,76.0,87.0,No
11/5,Georgia,Home,MD Eastern,94.0,29.0,Yes
11/5,MD Eastern,Away,Georgia,29.0,94.0,No
11/5,Butler,Home,So Indiana,88.0,58.0,Yes
11/5,So Indiana,Away,Butler,58.0,88.0,No
11/5,Richmond,Home,S Virginia,84.0,56.0,Yes
11/5,S Virginia,Away,Richmond,56.0,84.0,No
11/5,Texas St,Home,Texas A&M-SA,114.0,55.0,Yes
11/5,Texas A&M-SA,Away,Texas St,55.0,114.0,No
11/5,Indiana,Home,Alabama A&M,98.0,51.0,Yes
11/5,Alabama A&M,Away,Indiana,51.0,98.0,No
11/5,LSU,Home,Tarleton St,96.0,60.0,Yes
11/5,Tarleton St,Away,LSU,60.0,96.0,No
11/5,Marquette,Home,Southern,100.0,82.0,Yes
11/5,Southern,Away,Marquette,82.0,100.0,No
11/5,New Mexico,Home,E Texas A&M,76.0,54.0,Yes
11/5,E Texas A&M,Away,New Mexico,54.0,76.0,No
11/5,Montana,Home,Ottawa (AZ),73.0,39.0,Yes
11/5,Ottawa (AZ),Away,Montana,39.0,73.0,No
11/5,Fresno St,Home,SC Upstate,66.0,67.0,No
11/5,SC Upstate,Away,Fresno St,67.0,66.0,Yes
11/5,UC Davis,Home,N Dakota St,80.0,68.0,Yes
11/5,N Dakota St,Away,UC Davis,68.0,80.0,No
11/5,Montana St,Home,NW Indian,114.0,44.0,Yes
11/5,NW Indian,Away,Montana St,44.0,114.0,No
11/5,Utah Tech,Home,Bethesda,110.0,65.0,Yes
11/5,Bethesda,Away,Utah Tech,65.0,110.0,No
11/5,Mississippi St,Home,North Alabama,86.0,62.0,Yes
11/5,North Alabama,Away,Mississippi St,62.0,86.0,No
11/5,Cal Poly,Home,Pacif. Lutheran,101.0,79.0,Yes
11/5,Pacif. Lutheran,Away,Cal Poly,79.0,101.0,No
11/5,Pacific,Home,Life Pacific,83.0,56.0,Yes
11/5,Life Pacific,Away,Pacific,56.0,83.0,No
11/5,LMU,Home,E Washington,70.0,62.0,Yes
11/5,E Washington,Away,LMU,62.0,70.0,No
11/6,Florida,Home,North Florida,104.0,64.0,Yes
11/6,North Florida,Away,Florida,64.0,104.0,No
11/6,Louisville,Home,Jackson St,106.0,70.0,Yes
11/6,Jackson St,Away,Louisville,70.0,106.0,No
11/6,Iowa State,Home,Grambling,102.0,62.0,Yes
11/6,Grambling,Away,Iowa State,62.0,102.0,No
11/6,Auburn,Home,Merrimack,95.0,57.0,Yes
11/6,Merrimack,Away,Auburn,57.0,95.0,No
11/6,Loyola MD,Home,PSU Abington,96.0,60.0,Yes
11/6,PSU Abington,Away,Loyola MD,60.0,96.0,No
11/6,Bakersfield,Home,Whittier,83.0,61.0,Yes
11/6,Whittier,Away,Bakersfield,61.0,83.0,No
11/6,New Hampshire,Home,Curry,113.0,31.0,Yes
11/6,Curry,Away,New Hampshire,31.0,113.0,No
11/6,Morgan St,Home,Central Penn,101.0,77.0,Yes
11/6,Central Penn,Away,Morgan St,77.0,101.0,No
11/6,IU Indy,Home,LIU,90.0,94.0,No
11/6,LIU,Away,IU Indy,94.0,90.0,Yes
11/6,Howard,Home,Dist Columbia,103.0,71.0,Yes
11/6,Dist Columbia,Away,Howard,71.0,103.0,No
11/6,Old Dominion,Home,Randolph,93.0,53.0,Yes
11/6,Randolph,Away,Old Dominion,53.0,93.0,No
11/6,Lehigh,Home,Valley Forge,91.0,52.0,Yes
11/6,Valley Forge,Away,Lehigh,52.0,91.0,No
11/6,W Michigan,Home,Northwood,81.0,85.0,No
11/6,Northwood,Away,W Michigan,85.0,81.0,Yes
11/6,Indiana St,Home,Illinois Tech,104.0,73.0,Yes
11/6,Illinois Tech,Away,Indiana St,73.0,104.0,No
11/6,Hampton,Home,Mid Atl Chrstn,103.0,43.0,Yes
11/6,Mid Atl Chrstn,Away,Hampton,43.0,103.0,No
11/6,Cleveland St,Home,Capital,71.0,70.0,Yes
11/6,Capital,Away,Cleveland St,70.0,71.0,No
11/6,Bowling Green,Home,Bethany (WV),120.0,65.0,Yes
11/6,Bethany (WV),Away,Bowling Green,65.0,120.0,No
11/6,Lindenwood,Home,UHSP,116.0,51.0,Yes
11/6,UHSP,Away,Lindenwood,51.0,116.0,No
11/6,Charleston So,Home,Toccoa Falls,106.0,71.0,Yes
11/6,Toccoa Falls,Away,Charleston So,71.0,106.0,No
11/6,West Virginia,Home,Campbell,73.0,65.0,Yes
11/6,Campbell,Away,West Virginia,65.0,73.0,No
11/6,Boston College,Home,The Citadel,76.0,47.0,Yes
11/6,The Citadel,Away,Boston College,47.0,76.0,No
11/6,Canisius,Home,Allegheny,84.0,43.0,Yes
11/6,Allegheny,Away,Canisius,43.0,84.0,No
11/6,Ohio,Home,Illinois St,72.0,68.0,Yes
11/6,Illinois St,Away,Ohio,68.0,72.0,No
11/6,Quinnipiac,Home,C Connecticut,71.0,49.0,Yes
11/6,C Connecticut,Away,Quinnipiac,49.0,71.0,No
11/6,Xavier,Home,Le Moyne,74.0,69.0,Yes
11/6,Le Moyne,Away,Xavier,69.0,74.0,No
11/6,Miami,Home,Bethune,101.0,61.0,Yes
11/6,Bethune,Away,Miami,61.0,101.0,No
11/6,Drake,Home,Robert Morris,79.0,81.0,No
11/6,Robert Morris,Away,Drake,81.0,79.0,Yes
11/6,South Alabama,Home,Alcorn St,76.0,70.0,Yes
11/6,Alcorn St,Away,South Alabama,70.0,76.0,No
11/6,S Dakota St,Home,Dakota St,68.0,62.0,Yes
11/6,Dakota St,Away,S Dakota St,62.0,68.0,No
11/6,E Kentucky,Home,Midway,122.0,60.0,Yes
11/6,Midway,Away,E Kentucky,60.0,122.0,No
11/6,North Texas,Home,N'Western St,80.0,53.0,Yes
11/6,N'Western St,Away,North Texas,53.0,80.0,No
11/6,Southern Miss,Home,Tougaloo,93.0,57.0,Yes
11/6,Tougaloo,Away,Southern Miss,57.0,93.0,No
11/6,Texas A&M,Home,Texas Southern,104.0,70.0,Yes
11/6,Texas Southern,Away,Texas A&M,70.0,104.0,No
11/6,North Dakota,Home,UC Riverside,70.0,74.0,No
11/6,UC Riverside,Away,North Dakota,74.0,70.0,Yes
11/6,Abilene Chrstn,Home,Omaha,73.0,71.0,Yes
11/6,Omaha,Away,Abilene Chrstn,71.0,73.0,No
11/6,Jacksonville,Home,Trinity (FL),132.0,45.0,Yes
11/6,Trinity (FL),Away,Jacksonville,45.0,132.0,No
11/6,Northern Iowa,Home,CSU Northridge,86.0,57.0,Yes
11/6,CSU Northridge,Away,Northern Iowa,57.0,86.0,No
11/6,SMU,Home,Texas A&M-CC,69.0,58.0,Yes
11/6,Texas A&M-CC,Away,SMU,58.0,69.0,No
11/6,Saint Louis,Home,Chicago St,108.0,86.0,Yes
11/6,Chicago St,Away,Saint Louis,86.0,108.0,No
11/6,TCU,Home,Saint Francis,104.0,63.0,Yes
11/6,Saint Francis,Away,TCU,63.0,104.0,No
11/6,Loyola Chicago,Home,Mercyhurst,65.0,73.0,No
11/6,Mercyhurst,Away,Loyola Chicago,73.0,65.0,Yes
11/6,Washington,Home,Denver,84.0,70.0,Yes
11/6,Denver,Away,Washington,70.0,84.0,No
11/6,California,Home,Wright St,77.0,67.0,Yes
11/6,Wright St,Away,California,67.0,77.0,No
11/6,Portland,Home,AR-Pine Bluff,83.0,74.0,Yes
11/6,AR-Pine Bluff,Away,Portland,74.0,83.0,No
11/7,Purdue,Home,Oakland,87.0,77.0,Yes
11/7,Oakland,Away,Purdue,77.0,87.0,No
11/7,Connecticut,Home,UMass Lowell,110.0,47.0,Yes
11/7,UMass Lowell,Away,Connecticut,47.0,110.0,No
11/7,Kentucky,Home,Valparaiso,107.0,59.0,Yes
11/7,Valparaiso,Away,Kentucky,59.0,107.0,No
11/7,Texas Tech,Home,Sam Houston,98.0,77.0,Yes
11/7,Sam Houston,Away,Texas Tech,77.0,98.0,No
11/7,UCLA,Home,Pepperdine,74.0,63.0,Yes
11/7,Pepperdine,Away,UCLA,63.0,74.0,No
11/7,Arizona,Home,Utah Tech,93.0,67.0,Yes
11/7,Utah Tech,Away,Arizona,67.0,93.0,No
11/7,Illinois,Home,FGCU,113.0,70.0,Yes
11/7,FGCU,Away,Illinois,70.0,113.0,No
11/7,North Carolina,Home,Kansas,87.0,74.0,Yes
11/7,Kansas,Away,North Carolina,74.0,87.0,No
11/7,Wisconsin,Home,N Illinois,97.0,72.0,Yes
11/7,N Illinois,Away,Wisconsin,72.0,97.0,No
11/7,Delaware,Home,WILMNGTNDE,62.0,71.0,No
11/7,WILMNGTNDE,Away,Delaware,71.0,62.0,Yes
11/7,Evansville,Home,Calumet,92.0,50.0,Yes
11/7,Calumet,Away,Evansville,50.0,92.0,No
11/7,New Haven,Home,Columbia,53.0,71.0,No
11/7,Columbia,Away,New Haven,71.0,53.0,Yes
11/7,UTSA,Home,SIUE,60.0,77.0,No
11/7,SIUE,Away,UTSA,77.0,60.0,Yes
11/7,Incarnate Word,Home,Jarvis Chrstn,104.0,60.0,Yes
11/7,Jarvis Chrstn,Away,Incarnate Word,60.0,104.0,No
11/7,Colgate,Home,Northeastern,65.0,68.0,No
11/7,Northeastern,Away,Colgate,68.0,65.0,Yes
11/7,Harvard,Home,MIT,79.0,50.0,Yes
11/7,MIT,Away,Harvard,50.0,79.0,No
11/7,Liberty,Home,Charleston,90.0,75.0,Yes
11/7,Charleston,Away,Liberty,75.0,90.0,No
11/7,Northwestern,Home,Boston U,76.0,52.0,Yes
11/7,Boston U,Away,Northwestern,52.0,76.0,No
11/7,Maryland,Home,Georgetown,60.0,70.0,No
11/7,Georgetown,Away,Maryland,70.0,60.0,Yes
11/7,Rhode Island,Home,Tulsa,65.0,82.0,No
11/7,Tulsa,Away,Rhode Island,82.0,65.0,Yes
11/7,Buffalo,Home,Green Bay,83.0,76.0,Yes
11/7,Green Bay,Away,Buffalo,76.0,83.0,No
11/7,Ohio State,Home,Purdue FW,94.0,68.0,Yes
11/7,Purdue FW,Away,Ohio State,68.0,94.0,No
11/7,Coastal,Home,VA Lynchburg,121.0,44.0,Yes
11/7,VA Lynchburg,Away,Coastal,44.0,121.0,No
11/7,SF Austin,Home,Arkansas St,90.0,65.0,Yes
11/7,Arkansas St,Away,SF Austin,65.0,90.0,No
11/7,Florida St,Home,Alabama St,101.0,64.0,Yes
11/7,Alabama St,Away,Florida St,64.0,101.0,No
11/7,George Mason,Home,Winthrop,96.0,90.0,Yes
11/7,Winthrop,Away,George Mason,90.0,96.0,No
11/7,Radford,Home,WV Wesleyan,99.0,61.0,Yes
11/7,WV Wesleyan,Away,Radford,61.0,99.0,No
11/7,West Georgia,Home,Hunting AL,120.0,83.0,Yes
11/7,Hunting AL,Away,West Georgia,83.0,120.0,No
11/7,Stetson,Home,Ft Lauderdale,106.0,77.0,Yes
11/7,Ft Lauderdale,Away,Stetson,77.0,106.0,No
11/7,Furman,Home,Troy,61.0,64.0,No
11/7,Troy,Away,Furman,64.0,61.0,Yes
11/7,Iona,Home,Hofstra,81.0,73.0,Yes
11/7,Hofstra,Away,Iona,73.0,81.0,No
11/7,Davidson,Home,Washington St,85.0,69.0,Yes
11/7,Washington St,Away,Davidson,69.0,85.0,No
11/7,Iowa,Home,W Illinois,77.0,58.0,Yes
11/7,W Illinois,Away,Iowa,58.0,77.0,No
11/7,North Alabama,Home,Lane,90.0,84.0,Yes
11/7,Lane,Away,North Alabama,84.0,90.0,No
11/7,Kent State,Home,Cornell,110.0,102.0,Yes
11/7,Cornell,Away,Kent State,102.0,110.0,No
11/7,Ball State,Home,Mansfield,84.0,54.0,Yes
11/7,Mansfield,Away,Ball State,54.0,84.0,No
11/7,Charlotte,Home,Tennessee Tech,70.0,65.0,Yes
11/7,Tennessee Tech,Away,Charlotte,65.0,70.0,No
11/7,Cincinnati,Home,Georgia St,74.0,64.0,Yes
11/7,Georgia St,Away,Cincinnati,64.0,74.0,No
11/7,Brown,Home,Siena,46.0,62.0,No
11/7,Siena,Away,Brown,62.0,46.0,Yes
11/7,Wake Forest,Home,Morehead St,81.0,65.0,Yes
11/7,Morehead St,Away,Wake Forest,65.0,81.0,No
11/7,Virginia,Home,North Carolina Central,81.0,62.0,Yes
11/7,North Carolina Central,Away,Virginia,62.0,81.0,No
11/7,Pittsburgh,Home,Longwood,78.0,60.0,Yes
11/7,Longwood,Away,Pittsburgh,60.0,78.0,No
11/7,Notre Dame,Home,Detroit Mercy,102.0,70.0,Yes
11/7,Detroit Mercy,Away,Notre Dame,70.0,102.0,No
11/7,Duquesne,Home,Sacred Heart,92.0,80.0,Yes
11/7,Sacred Heart,Away,Duquesne,80.0,92.0,No
11/7,Clemson,Home,Gardner-Webb,97.0,59.0,Yes
11/7,Gardner-Webb,Away,Clemson,59.0,97.0,No
11/7,Penn,Home,Rowan,119.0,72.0,Yes
11/7,Rowan,Away,Penn,72.0,119.0,No
11/7,Mount St Marys,Home,Bucknell,62.0,73.0,No
11/7,Bucknell,Away,Mount St Marys,73.0,62.0,Yes
11/7,Miami OH,Home,Trinity (IL),129.0,49.0,Yes
11/7,Trinity (IL),Away,Miami OH,49.0,129.0,No
11/7,Mississippi,Home,UL Monroe,86.0,65.0,Yes
11/7,UL Monroe,Away,Mississippi,65.0,86.0,No
11/7,Seton Hall,Home,Wagner,68.0,61.0,Yes
11/7,Wagner,Away,Seton Hall,61.0,68.0,No
11/7,Fordham,Home,Mt Saint Mary,106.0,37.0,Yes
11/7,Mt Saint Mary,Away,Fordham,37.0,106.0,No
11/7,Georgia Tech,Home,Bryant,74.0,45.0,Yes
11/7,Bryant,Away,Georgia Tech,45.0,74.0,No
11/7,Missouri,Home,SE Missouri,89.0,84.0,Yes
11/7,SE Missouri,Away,Missouri,84.0,89.0,No
11/7,S Illinois,Home,Kansas City,101.0,78.0,Yes
11/7,Kansas City,Away,S Illinois,78.0,101.0,No
11/7,N Colorado,Home,CO Christian,101.0,65.0,Yes
11/7,CO Christian,Away,N Colorado,65.0,101.0,No
11/7,Murray St,Home,Miss Valley St,108.0,60.0,Yes
11/7,Miss Valley St,Away,Murray St,60.0,108.0,No
11/7,N Arizona,Home,Justice,87.0,55.0,Yes
11/7,Justice,Away,N Arizona,55.0,87.0,No
11/7,DePaul,Home,Stonehill,72.0,64.0,Yes
11/7,Stonehill,Away,DePaul,64.0,72.0,No
11/7,Utah State,Home,VCU,80.0,77.0,Yes
11/7,VCU,Away,Utah State,77.0,80.0,No
11/7,E Illinois,Home,Nicholls,65.0,57.0,Yes
11/7,Nicholls,Away,E Illinois,57.0,65.0,No
11/7,Samford,Home,USC Upstate,82.0,72.0,Yes
11/7,USC Upstate,Away,Samford,72.0,82.0,No
11/7,So Indiana,Home,VMI,74.0,78.0,No
11/7,VMI,Away,So Indiana,78.0,74.0,Yes
11/7,Louisiana,Home,SE Louisiana,58.0,52.0,Yes
11/7,SE Louisiana,Away,Louisiana,52.0,58.0,No
11/7,UTEP,Home,Western NM,107.0,70.0,Yes
11/7,Western NM,Away,UTEP,70.0,107.0,No
11/7,San Diego,Home,Idaho St,68.0,71.0,No
11/7,Idaho St,Away,San Diego,71.0,68.0,Yes
11/7,Idaho,Home,Whitman,94.0,49.0,Yes
11/7,Whitman,Away,Idaho,49.0,94.0,No
11/7,Grand Canyon,Home,Youngstown St,81.0,90.0,No
11/7,Youngstown St,Away,Grand Canyon,90.0,81.0,Yes
11/7,Navy,Home,Yale,68.0,97.0,No
11/7,Yale,Away,Navy,97.0,68.0,Yes
11/7,N.C. State,Home,UAB,94.0,70.0,Yes
11/7,UAB,Away,N.C. State,70.0,94.0,No
11/7,Sacramento St,Home,Jessup,86.0,76.0,Yes
11/7,Jessup,Away,Sacramento St,76.0,86.0,No
11/7,Portland St,Home,NW Indian,122.0,74.0,Yes
11/7,NW Indian,Away,Portland St,74.0,122.0,No
11/7,Oregon,Home,Rice,67.0,63.0,Yes
11/7,Rice,Away,Oregon,63.0,67.0,No
11/7,Santa Clara,Home,McNeese,79.0,67.0,Yes
11/7,McNeese,Away,Santa Clara,67.0,79.0,No
11/7,Oregon St,Home,UIC,76.0,73.0,Yes
11/7,UIC,Away,Oregon St,73.0,76.0,No
11/7,Saint Mary's,Home,Chattanooga,87.0,66.0,Yes
11/7,Chattanooga,Away,Saint Mary's,66.0,87.0,No
11/7,UC Irvine,Home,CA Baptist,61.0,69.0,No
11/7,CA Baptist,Away,UC Irvine,69.0,61.0,Yes
11/8,Houston,Home,Towson,65.0,48.0,Yes
11/8,Towson,Away,Houston,48.0,65.0,No
11/8,St John's,Home,Alabama,96.0,103.0,No
11/8,Alabama,Away,St John's,103.0,96.0,Yes
11/8,Duke,Home,W Carolina,95.0,54.0,Yes
11/8,W Carolina,Away,Duke,54.0,95.0,No
11/8,BYU,Home,Holy Cross,98.0,53.0,Yes
11/8,Holy Cross,Away,BYU,53.0,98.0,No
11/8,Michigan St.,Home,Arkansas,69.0,66.0,Yes
11/8,Arkansas,Away,Michigan St.,66.0,69.0,No
11/8,Tennessee,Home,N Kentucky,95.0,56.0,Yes
11/8,N Kentucky,Away,Tennessee,56.0,95.0,No
11/8,Gonzaga,Home,Oklahoma,83.0,68.0,Yes
11/8,Oklahoma,Away,Gonzaga,68.0,83.0,No
11/8,Minnesota,Home,Alcorn St,95.0,50.0,Yes
11/8,Alcorn St,Away,Minnesota,50.0,95.0,No
11/8,SC Upstate,Home,S Virginia,105.0,46.0,Yes
11/8,S Virginia,Away,SC Upstate,46.0,105.0,No
11/8,Akron,Home,Princeton,104.0,69.0,Yes
11/8,Princeton,Away,Akron,69.0,104.0,No
11/8,Florida A&M,Home,Kennesaw St,72.0,92.0,No
11/8,Kennesaw St,Away,Florida A&M,92.0,72.0,Yes
11/8,New Haven,Home,Penn State,43.0,87.0,No
11/8,Penn State,Away,New Haven,87.0,43.0,Yes
11/8,Nebraska,Home,FIU,96.0,66.0,Yes
