sos_name,sos,source_url,updated_at_utc
Northern Arizona,253,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
North Dakota,254,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Incarnate Word,255,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Denver,256,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
East Tennessee State,257,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Bucknell,258,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Texas State,259,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Iona,260,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Colgate,261,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Central Arkansas,262,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Montana State,263,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Bethune-Cookman,264,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Marist,265,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Drexel,266,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Manhattan,267,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Niagara,268,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Queens,269,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
IU Indianapolis,270,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Southeastern Louisiana,271,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Idaho State,272,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Purdue Fort Wayne,273,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
South Alabama,274,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Appalachian State,275,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
ULM,276,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Weber State,277,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Houston Christian,278,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Youngstown State,279,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Cal State Bakersfield,280,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Northern Kentucky,281,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Coastal Carolina,282,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
North Dakota State,283,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Portland State,284,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Detroit,285,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Wofford,286,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Fairfield,287,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
North Alabama,288,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Lamar,289,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Morehead State,290,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Jacksonville,291,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
American,292,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
UMKC,293,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Idaho,294,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Tennessee State,295,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Army,296,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Radford,297,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
UMass-Lowell,298,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Lindenwood,299,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Little Rock,300,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Hawaii,301,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Stetson,302,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Tennessee Tech,303,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Robert Morris,304,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Western Illinois,305,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
VMI,306,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Lehigh,307,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Mount Saint Mary's,308,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Saint Thomas,309,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Saint Francis (PA),310,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Chicago State,311,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Bryant,312,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Georgia Southern,313,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Albany,314,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Maine,315,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
High Point,316,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
West Georgia,317,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Presbyterian College,318,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
New Hampshire,319,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Longwood,320,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
The Citadel,321,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Vermont,322,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Stephen F. Austin,323,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Northern Colorado,324,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Florida A&M,325,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Grambling State,326,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Jackson State,327,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Arkansas-Pine Bluff,328,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Austin Peay,329,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Southern,330,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Charleston Southern,331,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Holy Cross,332,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Texas Southern,333,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Tennessee-Martin,334,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Loyola-Maryland,335,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Alabama A&M,336,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
North Carolina Central,337,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Boston University,338,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
South Dakota,339,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
New Haven,340,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Alabama State,341,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Southern Indiana,342,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Lafayette,343,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Stonehill,344,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Navy,345,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
SIUE,346,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Alcorn State,347,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Norfolk State,348,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
South Carolina State,349,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Maryland Eastern Shore,350,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Prairie View A&M,351,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Long Island,352,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
NJIT,353,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Wagner,354,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Mississippi Valley State,355,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Fairleigh Dickinson,356,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Coppin State,357,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Mercyhurst,358,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Central Connecticut,359,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Le Moyne,360,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
UMBC,361,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Howard,362,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Binghamton,363,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Delaware State,364,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
Morgan State,365,https://www.warrennolan.com/basketball/2026/sos-rpi-predict,2026-01-05T05:57:47.351995Z
